form	lemma	POS
Qu'	que	SCONJ
un	un	DET
Diu	Dieu	PROPN
per	per	ADP
nous	nos	PRON
quite	quitar	VERB
le	lo	DET
Cél	cèl	PROPN
,	,	PUNCT
Per	per	ADP
nous	nos	PRON
beni	venir	VERB
tira	tirar	VERB
de	de	ADP
peno	pena	NOUN
;	;	PUNCT
Per	per	ADP
ly	el	PRON
temouigna	temonhar	VERB
nostre	nòstre	DET
grat	grat	NOUN
,	,	PUNCT
Anen	anar	VERB
ly	el	PRON
apresta	aprestar	VERB
cal	caler	VERB
qu'	que	SCONJ
estreno	estrena	NOUN
,	,	PUNCT
Coum'	coma	SCONJ
au	el	PRON
permet	permetre	VERB
,	,	PUNCT
coum	coma	ADV
au	el	PRON
permet	permetre	VERB
la	lo	DET
pauretat	pauretat	NOUN
.	.	PUNCT
bis	bis	ADV
.	.	PUNCT
ça	çai	ADV
,	,	PUNCT
ça	çai	ADV
bite	vite	ADV
,	,	PUNCT
nou	non	ADV
muzen	musar	VERB
pas	pas	ADV
,	,	PUNCT
Anguan	anar	VERB
nou'	nos	PRON
n	en	PRON
tout	tot	ADV
dret	drech	ADV
al	a+lo	ADP+DET
Cammas	capmas	NOUN
Aberti	avertir	VERB
nostre	nòstre	DET
besinatge	vesinatge	NOUN
,	,	PUNCT
E	e	CCONJ
prepara	preparar	VERB
calque	calque	DET
presen	present	NOUN
Per	per	ADP
aquel	aquel	DET
ta	tant	ADV
Divin	divin	ADJ
Maynatge	mainatge	NOUN
,	,	PUNCT
E	e	CCONJ
per	per	ADP
la	lo	DET
Piucélo	piucèl	ADJ
,	,	PUNCT
é	e	CCONJ
per	per	ADP
la	lo	DET
Piucélo	piucèl	ADJ
Jazen	jaire	PROPN
.	.	PUNCT
Joüanet	Joanet	PROPN
,	,	PUNCT
tu	tu	PRON
qu'	qui	PRON
as	aver	VERB
un	un	DET
bél	bèl	ADJ
troupél	tropèl	NOUN
Te	tu	PRON
cal	caler	VERB
causi	causir	VERB
un	un	DET
bon	bon	ADJ
Aignél	anhèl	NOUN
,	,	PUNCT
Per	per	ADP
yeu	ieu	PRON
prendre	prendre	VERB
calque	calque	DET
galino	galina	NOUN
,	,	PUNCT
.	.	PUNCT
L'	lo	DET
Antoigno	Antònha	PROPN
prendra	prendre	VERB
un	un	DET
pauc	pauc	ADV
de	de	ADP
layt	lach	NOUN
,	,	PUNCT
E	e	CCONJ
abertiras	avertir	VERB
la	lo	DET
besino	vesin	NOUN
De	de	ADP
pren'	prendre	VERB
un	un	DET
pa	pan	NOUN
,	,	PUNCT
de	de	ADP
pren'	prendre	VERB
un	un	DET
pa	pan	NOUN
se	se	SCONJ
n'	en	PRON
a	aver	VERB
de	de	ADP
fayt	far	VERB
.	.	PUNCT
bis	bis	ADV
.	.	PUNCT
Per	per	ADP
Miquél	Miquèl	PROPN
que	qui	PRON
sap	saber	VERB
pla	plan	ADV
coumen	coment	ADV
,	,	PUNCT
Coussi	cossí	ADV
pourta	portar	VERB
un	un	DET
bél	bèl	ADJ
coumplimen	compliment	NOUN
,	,	PUNCT
Cal	caler	VERB
que	que	SCONJ
per	per	ADP
touts	tot	PRON
fasco	far	VERB
l'	lo	DET
intrado	entrar	VERB
,	,	PUNCT
Tant	tant	ADV
que	que	SCONJ
nousaus	nosautres	PRON
à	a	ADP
ginoullous	genolhon	NOUN
As	a+lo	ADP+DET
pés	pè	NOUN
de	de	ADP
la	lo	DET
Biérges	verge	PROPN
sacrado	sagrar	VERB
Beniren	benir	VERB
le	el	PRON
,	,	PUNCT
beniren	benir	VERB
le	lo	DET
Réy	rei	PROPN
des	de+lo	ADP+DET
Pastous	pastor	NOUN
.	.	PUNCT
bis	bis	ADV
.	.	PUNCT
N61-1		
NOUEL	noèl	NOUN
,	,	PUNCT
sur	sus	ADP
l'	lo	DET
ayre	aire	NOUN
,	,	PUNCT
Efans	enfant	NOUN
a	a	ADP
ço	çò	PRON
que	qui	PRON
cour	córrer	VERB
le	lo	DET
brut	bruch	NOUN
la	lo	DET
porto	pòrta	NOUN
del	de+lo	ADP+DET
cel	cèl	NOUN
es	èsser	AUX
uberto	obrir	VERB
,	,	PUNCT
etc	etc	X
.	.	PUNCT
ANE	anar	VERB
Crestias	crestian	NOUN
,	,	PUNCT
et	e	CCONJ
couïten	coitar	VERB
nous	nos	PRON
,	,	PUNCT
Ajan	aver	AUX
calfado	calfar	VERB
la	lo	DET
boürrasso	borrassa	NOUN
,	,	PUNCT
sion	èsser	AUX
prestis	prèst	ADJ
per	per	ADP
fa	far	VERB
las	lo	DET
aunous	onor	NOUN
Al	a+lo	ADP+DET
que	qui	PRON
ben	venir	VERB
salba	salvar	VERB
nostro	nòstre	DET
raço	raça	NOUN
,	,	PUNCT
N'	non	ADV
aben	aver	AUX
pas	pas	ADV
salba	salvar	VERB
d'	de	ADP
an'	anar	VERB
al	a+lo	ADP+DET
lieit	lièch	NOUN
,	,	PUNCT
Le	lo	DET
jour	jorn	NOUN
diu	dever	NOUN
naisse	nàisser	VERB
à	a	ADP
miejo	mièg	ADJ
neit	nuèch	NOUN
.	.	PUNCT
Aco	aquò	PRON
serio	èsser	AUX
trop	tròp	ADV
mespresa	mespresar	VERB
La	lo	DET
neit	nuèch	NOUN
que	qui	PRON
Diu	Dieu	PROPN
fa	far	VERB
soun	son	DET
intrado	entrar	VERB
,	,	PUNCT
Que	que	SCONJ
de	de	ADP
boule	voler	VERB
se	el	PRON
repauza	repausar	VERB
Jouts	jos	ADP
le	lo	DET
lançol	lençòl	NOUN
et	e	CCONJ
la	lo	DET
flessado	flaçada	NOUN
;	;	PUNCT
Tabes	tanben	ADV
aco	aquò	PRON
nou	non	ADV
se	el	PRON
diu	dever	VERB
pas	pas	ADV
Pes	puèi	ADV
que	que	SCONJ
nostre	nòstre	DET
Diu	Dieu	PROPN
nou	non	ADV
n'	non	ADV
a	aver	VERB
pas	pas	ADV
.	.	PUNCT
N'	non	ADV
aben	aver	VERB
pas	pas	ADV
besoun	besonh	NOUN
de	de	ADP
calel	calelh	NOUN
,	,	PUNCT
Ieu	ieu	PRON
besi	véser	VERB
le	lo	DET
Diu	Dieu	PROPN
que	qui	PRON
nous	nos	PRON
salbo	salvar	VERB
;	;	PUNCT
Quino	quin	DET
merbeillo	mervelha	NOUN
qu'	que	SCONJ
el	el	PRON
soulel	solelh	NOUN
Aneit	anuèch	ADV
bengo	venir	VERB
puleu	puslèu	ADV
que	que	SCONJ
l'	lo	DET
albo	alba	NOUN
,	,	PUNCT
E	e	CCONJ
que	que	SCONJ
per	per	ADP
garda	gardar	VERB
nostre	nòstre	DET
dret	drech	NOUN
Calgo	caler	VERB
qu'	que	SCONJ
un	un	DET
soulel	solelh	NOUN
ajo	aver	VERB
fret	freg	NOUN
.	.	PUNCT
Anen	anar	VERB
cerca	cercar	VERB
les	lo	DET
Pastourels	pastorèl	NOUN
;	;	PUNCT
Ieu	ieu	PRON
rebi	revar	VERB
se	el	PRON
disi	dire	VERB
que	que	SCONJ
torro	torrar	VERB
,	,	PUNCT
L'	lo	DET
aigo	aiga	NOUN
que	qui	PRON
rajo	rajar	VERB
de	de	ADP
sous	son	DET
els	uèlh	NOUN
Es	èsser	AUX
be	ben	ADV
gran	grand	ADJ
signe	signe	NOUN
que	que	SCONJ
destorro	destorrar	VERB
;	;	PUNCT
E	e	CCONJ
pey	puèi	SCONJ
,	,	PUNCT
qui	qui	PRON
es	èsser	AUX
de	de	ADP
nousaus	nosautres	PRON
aquel	aquel	PRON
Qu'	qui	PRON
à	aver	AUX
bist	véser	VERB
tourra	torrar	VERB
dan	amb	ADP
le	lo	DET
soulel	solelh	NOUN
?	?	PUNCT
O	ò	INTJ
qu'	que	ADV
yeu	ieu	PRON
soun	èsser	AUX
jouyous	joiós	ADJ
de	de	ADP
sabé	saber	VERB
Que	que	SCONJ
calgo	caler	VERB
que	que	SCONJ
l'	lo	DET
Ifer	infèrn	PROPN
se	el	PRON
clabe	clavar	VERB
!	!	PUNCT
E	e	CCONJ
que	que	SCONJ
soun	son	DET
marrit	marrir	VERB
atabe	atanben	ADV
Qu'	que	SCONJ
un	un	DET
seignou	senhor	NOUN
sio	èsser	AUX
per	per	ADP
nous	nos	PRON
esclabe	esclave	NOUN
!	!	PUNCT
E	e	CCONJ
qu'	que	SCONJ
un	un	DET
Rey	rei	NOUN
se	el	PRON
fasco	far	VERB
causiu	causiu	ADJ
D'	de	ADP
un	un	DET
popple	pòble	NOUN
que	qui	PRON
n'	non	ADV
a	aver	VERB
re	res	PRON
de	de	ADP
siu	sieu	ADJ
!	!	PUNCT
Chrestias	crestian	ADJ
pes	puèi	ADV
qu'	que	SCONJ
atal	aital	ADV
li'	el	PRON
à	aver	AUX
plagut	plaire	VERB
,	,	PUNCT
Digan	dire	VERB
de	de	ADP
memo	mèma	ADV
bouts	votz	NOUN
amasso	amassa	ADV
,	,	PUNCT
Toustou	toston	PROPN
bous	vos	PRON
siots	èsser	AUX
le	lo	DET
ben	ben	ADV
bengut	venir	VERB
Dins	dins	ADP
nostro	nòstre	DET
miserablo	miserable	ADJ
raço	raça	NOUN
,	,	PUNCT
Gardats	gardar	VERB
se	el	PRON
bous	vos	PRON
play	plaire	VERB
le	lo	DET
Troupél	tropèl	NOUN
Del	de+lo	ADP+DET
cal	caler	VERB
bous	vos	PRON
abets	aver	AUX
pres	prendre	VERB
la	lo	DET
Pel	pèl	NOUN
.	.	PUNCT
N61-2		
AUTRE	autre	PRON
.	.	PUNCT
sur	sus	ADP
l'	lo	DET
ayre	aire	NOUN
,	,	PUNCT
Qui	qui	PRON
dirio	dire	VERB
qu'	que	SCONJ
aquel	aquel	DET
efan	enfant	NOUN
ta	tant	ADV
petit	petit	ADJ
coume	coma	ADP
le	lo	DET
fan	fan	NOUN
,	,	PUNCT
etc	etc	X
.	.	PUNCT
COurran	córrer	VERB
beze	véser	VERB
aquel	aquel	DET
efan	enfant	NOUN
Comme	coma	SCONJ
les	lo	DET
pastourels	pastorèl	NOUN
fan	far	VERB
,	,	PUNCT
Que	que	SCONJ
ple	plen	ADJ
de	de	ADP
lait	lach	NOUN
et	e	CCONJ
de	de	ADP
mel	mèl	NOUN
Ben	venir	VERB
naisse	nàisser	VERB
dins	dins	ADP
un	un	DET
estable	estable	NOUN
Per	per	ADP
moustra	monstrar	VERB
qu'	que	SCONJ
es	èsser	AUX
un	un	DET
aniel	anhèl	NOUN
.	.	PUNCT
Helas	ailàs	INTJ
qu'	que	SCONJ
aco'	aquò	PRON
s	èsser	AUX
pietadous	pietadós	ADJ
,	,	PUNCT
De	de	ADP
beze	véser	VERB
aquel	aquel	DET
Diu	Dieu	PROPN
ta	tant	ADV
dous	doç	ADJ
,	,	PUNCT
Espousat	esposar	VERB
à	a	ADP
toutis	tot	DET
mals	mal	NOUN
,	,	PUNCT
Dessus	dessús	ADP
un	un	DET
brassat	brassar	VERB
de	de	ADP
paillo	palha	NOUN
Al	a+lo	ADP+DET
miei	mièg	NOUN
de	de	ADP
dous	15	DET
animals	animal	NOUN
.	.	PUNCT
La	lo	DET
beutat	beutat	NOUN
de	de	ADP
soun	èsser	AUX
loutgis	lotgís	NOUN
,	,	PUNCT
Qu'	qui	PRON
un	un	DET
bent	vent	NOUN
tourrat	torrar	VERB
esfregis	esfregir	VERB
,	,	PUNCT
N'	non	ADV
a	aver	VERB
per	per	ADP
toutis	tot	DET
sous	son	DET
tresors	tresòr	NOUN
,	,	PUNCT
E	e	CCONJ
per	per	ADP
cole	còler	VERB
sa	son	DET
naissenço	naissença	NOUN
Que	que	SCONJ
la	lo	DET
ramado	ramar	NOUN
des	de+lo	ADP+DET
morts	morir	NOUN
.	.	PUNCT
sous	son	DET
courtisans	cortisan	NOUN
soun	èsser	AUX
pastous	pastor	NOUN
,	,	PUNCT
sas	son	DET
gardos	garda	NOUN
soun	èsser	AUX
de	de	ADP
moutous	moton	NOUN
:	:	PUNCT
Mes	mas	CCONJ
aco	aquò	PRON
n'	non	ADV
es	èsser	AUX
pas	pas	ADV
noubel	novèl	ADJ
,	,	PUNCT
Que	que	SCONJ
de	de	ADP
rencontra	rencontrar	VERB
de	de	ADP
pastres	pastre	NOUN
Al	a+lo	ADP+DET
loc	luòc	NOUN
qu'	qui	PRON
es	èsser	AUX
nascut	nàisser	VERB
l'	lo	DET
aniel	anhèl	NOUN
.	.	PUNCT
Aquel	aquel	DET
poulit	polit	ADJ
toustounet	tostonet	NOUN
Coucho	cochar	VERB
sur	sus	ADP
de	de	ADP
fe	fen	NOUN
mal	mal	ADV
net	net	ADJ
Helas	ailàs	INTJ
qui	qui	PRON
pouira	poder	VERB
sounja	sonjar	VERB
,	,	PUNCT
Que	que	SCONJ
calgo	caler	VERB
qu'	que	SCONJ
un	un	DET
Diu	Dieu	PROPN
se	el	PRON
souille	solhar	VERB
Per	per	ADP
nous	nos	PRON
beni	venir	VERB
neteja	netejar	VERB
!	!	PUNCT
Moun	mon	DET
Dieu	Dieu	PROPN
qu'	que	SCONJ
aquo	aquò	PRON
fa	far	VERB
pieta	pietat	NOUN
De	de	ADP
beze	véser	VERB
la	lo	DET
paüretat	pauretat	NOUN
D'	de	ADP
uno	un	DET
maire	maire	NOUN
à	a	ADP
l'	lo	DET
abandou	abandon	NOUN
,	,	PUNCT
Qu'	qui	PRON
es	èsser	AUX
elo	el	PRON
mesmo	mèma	ADJ
noirisso	noirissa	NOUN
,	,	PUNCT
serbicial	servical	NOUN
et	e	CCONJ
lebadou	levador	NOUN
.	.	PUNCT
Aquel	aquel	DET
mainatje	mainatge	NOUN
del	de+lo	ADP+DET
Cel	cèl	PROPN
sourtit	sortir	VERB
d'	de	ADP
un	un	DET
bentre	ventre	NOUN
piucel	piucèl	ADJ
(	(	PUNCT
Tant	tant	ADV
es	èsser	AUX
amourous	amorós	ADJ
son	son	DET
cor	còr	NOUN
)	)	PUNCT
Per	per	ADP
nous	nos	PRON
tira	tirar	VERB
de	de	ADP
la	lo	DET
brazo	brasa	NOUN
Bol	voler	VERB
naisse	nàisser	VERB
dedins	dedins	ADP
le	lo	DET
tor	tòr	NOUN
.	.	PUNCT
Petit	petit	NOUN
que	qui	PRON
nous	nos	PRON
ets	èsser	AUX
ta	tant	ADV
bou	bon	ADJ
Fasets	far	VERB
m'	ieu	PRON
aquelo	aquel	DET
fabou	favor	NOUN
,	,	PUNCT
Que	qui	PRON
de	de	ADP
fa	far	VERB
dedins	dedins	ADP
le	lo	DET
Cel	cèl	PROPN
Participant	participar	VERB
de	de	ADP
la	lo	DET
glorio	glòria	NOUN
L'	lo	DET
authur	autor	NOUN
d'	de	ADP
aqueste	aqueste	DET
Nouël	noèl	NOUN
.	.	PUNCT
N61-3		
AUTRE	autre	PRON
sur	sus	ADP
l'	lo	DET
ayre	aire	NOUN
,	,	PUNCT
Diu	Dieu	PROPN
de	de	ADP
bonn	bon	ADJ
joun	jorn	NOUN
coumpaint	compain	NOUN
,	,	PUNCT
digos	dire	VERB
me	ieu	PRON
que	que	PRON
faren	far	VERB
.	.	PUNCT
Nou	non	ADV
parlen	parlar	VERB
que	que	SCONJ
de	de	ADP
joy	jòia	NOUN
La	lo	DET
guerro	guèrra	NOUN
n'	non	ADV
a	aver	VERB
plus	pus	ADV
loc	luòc	NOUN
;	;	PUNCT
Aro	ara	ADV
n'	non	ADV
en	èsser	AUX
plus	pus	ADV
la	lo	DET
proyo	pròia	NOUN
D'	de	ADP
aquel	aquel	DET
goufre	gofre	NOUN
de	de	ADP
foc	fuòc	NOUN
;	;	PUNCT
Pes	puèi	ADV
que	que	SCONJ
ses	sens	ADP
autros	autre	DET
armos	arma	NOUN
,	,	PUNCT
Un	un	DET
mainatje	mainatge	NOUN
petit	petit	ADJ
,	,	PUNCT
Dan	amb	ADP
l'	lo	DET
aiguo	aiga	NOUN
de	de	ADP
sas	son	DET
larmos	larma	NOUN
L'	el	PRON
a	aver	VERB
per	per	ADP
nous	nos	PRON
amourtit	amortir	VERB
.	.	PUNCT
La	lo	DET
desoubeïssenco	desobeïssença	NOUN
Del	de+lo	ADP+DET
peccadou	pecador	NOUN
premié	prumièr	ADJ
,	,	PUNCT
De	de	ADP
qui	qui	PRON
la	lo	DET
coubezenço	convesença	NOUN
s'	el	PRON
attaquet	atacar	VERB
al	a+lo	ADP+DET
poumié	pomièr	NOUN
,	,	PUNCT
Nou	non	ADV
sera	èsser	AUX
pus	pus	ADV
punido	punir	VERB
Et	e	CCONJ
n'	non	ADV
aura	aver	VERB
plus	pus	ADV
de	de	ADP
bouts	votz	NOUN
Per	per	ADP
fa	far	VERB
perdre	perdre	VERB
la	lo	DET
bido	vida	NOUN
A	a	ADP
sous	son	DET
paures	paure	ADJ
Nebouts	nebot	NOUN
.	.	PUNCT
Boun	bon	ADJ
,	,	PUNCT
boun	bon	ADJ
A-n	a	ADP
aquest'	aqueste	DET
houro	ora	NOUN
satan	Satan	PROPN
es	èsser	AUX
escournat	escornar	VERB
,	,	PUNCT
La	lo	DET
simplo	simple	ADJ
stroupadouro	estropador	NOUN
Le	el	PRON
ten	tenir	VERB
encadenat	encadenar	VERB
O	ò	INTJ
quin	quin	DET
cas	cas	NOUN
estonnable	estonable	ADJ
,	,	PUNCT
Qu'	que	SCONJ
un	un	DET
Aniel	anhèl	NOUN
à	a	ADP
l'	lo	DET
estroup	estrop	NOUN
ses	sens	ADP
boutja	botjar	VERB
de	de	ADP
l'	lo	DET
estable	estable	NOUN
Fasco	far	VERB
mouna	monar	VERB
le	lo	DET
loup	lop	NOUN
.	.	PUNCT
Qu'	que	SCONJ
ango	anar	VERB
besé	véser	VERB
soun	son	DET
mestre	mèstre	NOUN
Qui	qui	PRON
nou	non	ADV
l'	el	PRON
a	aver	AUX
saludat	saludar	VERB
,	,	PUNCT
Qu'	qui	PRON
en	en	ADP
un	un	DET
houstal	ostal	NOUN
campestre	campèstre	NOUN
s’	el	PRON
es	èsser	AUX
tout	tot	ADV
exprez	exprès	ADJ
mudat	mudar	VERB
:	:	PUNCT
Per	per	ADP
fa	far	VERB
de	de	ADP
tout	tot	ADV
en	en	ADP
sorto	sòrta	NOUN
Que	que	SCONJ
qui	qui	PRON
bol	voler	VERB
se	el	PRON
salba	salvar	VERB
,	,	PUNCT
Dins	dins	ADP
un	un	DET
loc	luòc	NOUN
sense	sens	ADP
porto	pòrta	NOUN
Pesco	poder	VERB
l'	el	PRON
ana	anar	VERB
trouba	trobar	VERB
.	.	PUNCT
A	a	ADP
qui	qui	PRON
leben	levar	VERB
le	lo	DET
taillo	talhar	VERB
,	,	PUNCT
A	a	ADP
qui	qui	PRON
nino	ninar	VERB
pel	per+lo	ADP+DET
sol	sòl	NOUN
,	,	PUNCT
Et	e	CCONJ
fa	far	VERB
serbi	servir	VERB
la	lo	DET
paillo	palha	NOUN
De	de	ADP
brez	brèç	NOUN
et	e	CCONJ
de	de	ADP
linçol	lençòl	NOUN
;	;	PUNCT
La	el	PRON
fa	far	VERB
serbi	servir	VERB
de	de	ADP
plumo	pluma	NOUN
,	,	PUNCT
De	de	ADP
lieit	lièch	NOUN
et	e	CCONJ
de	de	ADP
boulas	volà	NOUN
,	,	PUNCT
En	en	ADP
tout	tot	PRON
que	que	SCONJ
de	de	ADP
coustume	costuma	NOUN
Nou	non	ADV
sio	èsser	AUX
qu'	que	SCONJ
un	un	DET
matalas	matalàs	NOUN
.	.	PUNCT
Comme	@french	FM
toutjour	totjorn	ADV
la	lo	DET
paille	palha	NOUN
Es	èsser	AUX
propro	pròpi	ADJ
à	a	ADP
s'	el	PRON
aluqua	alucar	VERB
Le	lo	DET
Biou	buòu	NOUN
ne	en	PRON
fa	far	VERB
ripaillo	ripalha	NOUN
De	de	ADP
la	lo	DET
grando	grand	ADJ
poou	paur	NOUN
qu'	qui	PRON
a	aver	VERB
,	,	PUNCT
Que	que	SCONJ
l'	lo	DET
Efan	enfant	NOUN
que	qui	PRON
s'	el	PRON
y	i	PRON
arruco	arrucar	VERB
E	e	CCONJ
la	lo	DET
bizo	bisa	NOUN
del	de+lo	ADP+DET
loc	luòc	NOUN
Dan	amb	ADP
l'	lo	DET
amour	amor	NOUN
que	qui	PRON
l'	el	PRON
alluco	alucar	VERB
Nou	non	ADV
y	i	PRON
mettoun	metre	VERB
le	lo	DET
foc	fuòc	NOUN
.	.	PUNCT
Toustou	toston	PROPN
noubel	novèl	ADJ
,	,	PUNCT
que	qui	PRON
benes	venir	VERB
Per	per	ADP
n'	non	ADV
oublida	oblidar	VERB
degus	degus	PRON
,	,	PUNCT
Que	qui	PRON
ta	tant	ADV
pla	plan	ADV
te	tu	PRON
souvenes	sovenir	VERB
Del	de+lo	ADP+DET
noble	nòble	NOUN
que	qui	PRON
del	de+lo	ADP+DET
gus	gus	NOUN
,	,	PUNCT
Pes	puèi	ADV
qu'	que	SCONJ
as	aver	AUX
pres	prendre	VERB
la	lo	DET
bourasso	borrassa	NOUN
Per	per	ADP
toutis	tot	PRON
à	a	ADP
bel	bèl	ADJ
tal	talh	NOUN
,	,	PUNCT
Fay	far	VERB
nous	nos	PRON
un	un	DET
pauc	pauc	ADV
de	de	ADP
plaço	plaça	NOUN
Dins	dins	ADP
ton	ton	DET
hurous	urós	ADJ
houstal	ostal	NOUN
.	.	PUNCT
N61-4		
AUTRE	autre	PRON
sur	sus	ADP
l'	lo	DET
ayre	aire	NOUN
,	,	PUNCT
Caresme	Carèma	PROPN
es	èsser	AUX
mort	morir	VERB
dan	amb	ADP
sas	son	DET
biandos	vianda	NOUN
bufequos	bufèc	ADJ
etc	etc	X
.	.	PUNCT
HElas	ailàs	INTJ
Adam	Adam	PROPN
b'	ben	ADV
as	aver	AUX
fait	far	VERB
uno	un	DET
grand	grand	ADJ
peco	peca	NOUN
,	,	PUNCT
Quant	quand	SCONJ
de	de	ADP
la	lo	DET
poumo	poma	NOUN
as	aver	AUX
agudo	aver	VERB
talen	talent	NOUN
,	,	PUNCT
Qu'	qui	PRON
a	aver	AUX
fait	far	VERB
beni	venir	VERB
toun	ton	DET
armo	arma	NOUN
bermeneco	vermenenc	ADJ
En	en	ADP
la	el	PRON
toucan	tocar	VERB
de	de	ADP
ta	ton	DET
gourmando	gormand	ADJ
den	dent	NOUN
:	:	PUNCT
Per	per	ADP
aquel	aquel	DET
moussec	mossec	NOUN
mal	mal	ADV
chapat	capar	VERB
Que		X
te		X
,	,	PUNCT
que		X
te		X
Que		X
ta		X
,	,	PUNCT
que		X
ta	ton	DET
Gorjo	gòrja	NOUN
a	aver	AUX
coupat	copar	VERB
Le	lo	DET
Diable	Diable	PROPN
t'	tu	PRON
a	aver	AUX
trompat	trompar	VERB
.	.	PUNCT
Tu	tu	PRON
podios	poder	VERB
be	ben	ADV
fenno	femna	NOUN
trop	tròp	ADV
cautelouso	cautelós	ADJ
De	de	ADP
qui	qui	PRON
le	lo	DET
may	mai	ADV
nostre	nòstre	DET
malhur	malur	NOUN
depen	dependre	VERB
,	,	PUNCT
Jutja	jutjar	VERB
d'	de	ADP
abord	abòrd	NOUN
la	lo	DET
poumo	poma	NOUN
berenouzo	verenós	ADJ
Pes	puèi	ADV
que	que	SCONJ
besios	véser	VERB
sus	sus	ADP
l'	lo	DET
albre	arbre	NOUN
le	lo	DET
serpen	serpent	NOUN
;	;	PUNCT
Per	per	ADP
abe	aver	AUX
boulgut	voler	VERB
trop	tròp	ADV
sabe	saber	VERB
Et	e	CCONJ
mel	mèl	NOUN
,	,	PUNCT
et	e	CCONJ
mel	mèl	NOUN
,	,	PUNCT
Et	e	CCONJ
mal	mal	ADV
,	,	PUNCT
et	e	CCONJ
mal	mal	ADV
,	,	PUNCT
Et	e	CCONJ
mal	mal	ADV
et	e	CCONJ
be	ben	ADV
La	lo	DET
fenno	femna	NOUN
nou	non	ADV
sap	saber	VERB
re	res	PRON
.	.	PUNCT
sense	sens	ADP
le	lo	DET
Diu	Dieu	PROPN
qu'	qui	PRON
aneit	anuèch	ADV
fa	far	VERB
sa	son	DET
naissenco	naissença	NOUN
Per	per	ADP
neteja	netejar	VERB
tout	tot	DET
l'	lo	DET
ourrousié	orresiá	NOUN
qu'	qui	PRON
aben	aver	VERB
,	,	PUNCT
Et	e	CCONJ
dount	qui	PRON
l'	lo	DET
amour	amor	NOUN
,	,	PUNCT
qu'	qui	PRON
effaço	efaçar	VERB
nostr'	nòstre	DET
ouffenço	ofença	NOUN
Diu	Dieu	PROPN
sur	sus	ADP
la	lo	DET
Crous	crotz	NOUN
,	,	PUNCT
crouza	crotzar	VERB
ço	çò	PRON
que	qui	PRON
deben	dever	VERB
.	.	PUNCT
Pel	per+lo	ADP+DET
mos	mòs	NOUN
qu'	qui	PRON
es	èsser	VERB
incaro	encara	ADV
al	a+lo	ADP+DET
gouzie	gosièr	NOUN
Nous	nos	PRON
caldri'	caler	VERB
ana	anar	VERB
,	,	PUNCT
Nous	nos	PRON
caldri'	caler	VERB
ana	anar	VERB
sur	sus	ADP
le	lo	DET
brazie	brasièr	NOUN
,	,	PUNCT
Brulla	brutlar	VERB
nostr'	nòstre	DET
ourrezie	orresiá	NOUN
.	.	PUNCT
Pes	puèi	ADV
que	que	SCONJ
per	per	ADP
nous	nos	PRON
el	el	PRON
bol	voler	VERB
dounc	donc	ADV
naisse	nàisser	VERB
gratis	gratis	ADV
Et	e	CCONJ
que	que	SCONJ
saben	saber	VERB
on	ont	PRON
lotjo	lotjar	VERB
nostre	nòstre	DET
Diu	Dieu	PROPN
Per	per	ADP
li	el	PRON
monstra	monstrar	VERB
que	que	SCONJ
nou	non	ADV
n'	non	ADV
en	èsser	AUX
pas	pas	ADV
ingratis	ingrat	ADJ
,	,	PUNCT
Anen	anar	VERB
au	a+lo	ADP+DET
mens	mens	NOUN
li	el	PRON
dire	dire	VERB
touts	tot	PRON
adiu	adieu	ADV
.	.	PUNCT
Pes	puèi	ADV
que	que	SCONJ
tenen	tenir	VERB
de	de	ADP
sa	son	DET
bountat	bontat	NOUN
Li		X
,	,	PUNCT
li		X
,	,	PUNCT
li		X
,	,	PUNCT
li		X
,	,	PUNCT
La		X
,	,	PUNCT
la		X
,	,	PUNCT
la		X
,	,	PUNCT
la		X
,	,	PUNCT
La	lo	DET
libertat	libertat	NOUN
,	,	PUNCT
Dins	dins	ADP
sa	son	DET
captivitat	captivitat	NOUN
.	.	PUNCT
N61-5		
AUTRE	autre	PRON
sur	sus	ADP
l'	lo	DET
ayre	aire	NOUN
,	,	PUNCT
Quand	quand	SCONJ
un	un	DET
souldat	soldat	NOUN
a	aver	AUX
pla	plan	ADV
begut	beure	VERB
etc	etc	X
.	.	PUNCT
Les	lo	DET
Pastous	pastor	NOUN
Joantet	Joantet	PROPN
.	.	PUNCT
Efans	enfant	NOUN
anen	anar	VERB
nou'	nos	PRON
n	en	PRON
en	en	ADP
Betlen	Betleèm	PROPN
Nostre	nòstre	DET
Diu	Dieu	PROPN
n'	non	ADV
es	èsser	VERB
pas	pas	ADV
gaire	gaire	ADV
len	luènh	ADV
,	,	PUNCT
Anen	anar	VERB
en	en	ADP
troupo	tropa	NOUN
Bese	véser	VERB
un	un	DET
Diu	Dieu	PROPN
que	qui	PRON
s'	el	PRON
estroupo	estropar	VERB
,	,	PUNCT
Que	qui	PRON
des	de+lo	ADP+DET
locs	luòc	NOUN
les	lo	DET
plus	pus	ADV
nauts	naut	ADJ
.	.	PUNCT
se	el	PRON
fa	far	VERB
mainatje	mainatge	NOUN
per	per	ADP
nous	nos	PRON
aus	autre	ADJ
.	.	PUNCT
Hylas	Ilàs	PROPN
.	.	PUNCT
Porten	portar	VERB
li	el	PRON
tous	tot	PRON
qualque	qualque	DET
prezen	present	NOUN
se	se	SCONJ
boulen	voler	VERB
plaire	plaire	VERB
à	a	ADP
la	lo	DET
