tokens,lemma,POS
part,part,NOUN
:,:,PUNCT
qui,qui,PRON
per,per,ADP
sa,son,DET
proprio,pròpre,ADJ
instrucciu,instruccion,NOUN
:,:,PUNCT
qui,qui,PRON
per,per,ADP
la,lo,PRON
deis,de+lo,ADP+DET
autres,autre,PRON
:,:,PUNCT
toutis,tot,PRON
per,per,ADP
uno,un,DET
mémo,mèma,DET
fi,fin,NOUN
",",",",PUNCT
qu',qui,PRON
es,èsser,VERB
le,lo,DET
salut,salut,NOUN
de,de,ADP
touts,tot,PRON
.,.,PUNCT
Car,car,CCON
acî,aicí,ADV
Méssus,monsur,NOUN
lei,lo,DET
Rictous,rector,NOUN
é,e,CCON
lour,lor,DET
Bicaris,vicari,NOUN
",",",",PUNCT
troubaran,trobar,VERB
de,de,ADP
qu',qui,PRON
entreteni,entretenir,VERB
lour,lor,DET
parrouquians,parroquian,NOUN
",",",",PUNCT
lei,lo,DET
jouns,jos,NOUN
de,de,ADP
fésto,fèsta,NOUN
",",",",PUNCT
specialomen,especialament,ADV
las,lo,DET
aprepdinnados,aprèp+dinnar,NOUN
",",",",PUNCT
en,en,ADP
fasen,far,VERB
canta,cantar,VERB
la,lo,DET
joüenesso,joinessa,NOUN
",",",",PUNCT
é,e,CCON
péy,puèi,ADV
lour,el,PRON
esplican,explicar,VERB
",",",",PUNCT
é,e,CCON
dilatan,dilatar,VERB
so,çò,PRON
que,qui,PRON
sera,èsser,AUX
coumpres,comprendre,VERB
en,en,ADP
pauc,pauc,ADV
de,de,ADP
mouts,mot,NOUN
dins,dins,ADP+DET
lai,lo,DET
rimos,rima,NOUN
.,.,PUNCT
#,#,
Lai,lo,DET
gens,gent,NOUN
escartats,escartar,VERB
de,de,ADP
la,lo,DET
Gléiso,Glèisa,PROPN
:,:,PUNCT
é,e,CCON
tabe,tanben,ADV
les,lo,PRON
que,qui,PRON
ne,en,PRON
soun,èsser,VERB
prép,prèp,ADV
",",",",PUNCT
més,mas,CCON
que,qui,PRON
soun,èsser,VERB
d',de,ADP
uno,un,DET
perrœoquio,parròquia,NOUN
",",",",PUNCT
oun,ont,PRON
nou,non,ADV
y,i,PRON
a,aver,VERB
per,per,ADP
malur,malur,NOUN
(,(,PUNCT
car,car,CCON
atal,aital,ADV
cal,caler,VERB
dire,dire,VERB
),),PUNCT
ni,ni,CCON
bréspos,vèspras,NOUN
",",",",PUNCT
ni,ni,CCON
Sermou,sermon,NOUN
",",",",PUNCT
ni,ni,CCON
Catechisme,catechisme,NOUN
",",",",PUNCT
ni,ni,CCON
autre,autre,DET
serbici,servici,NOUN
de,de,ADP
Diu,Dieu,PROPN
",",",",PUNCT
per,per,ADP
oucupa,ocupar,VERB
les,lo,DET
parrouquians,parroquian,NOUN
",",",",PUNCT
qualqu',qualque,DET
ouro,ora,NOUN
de,de,ADP
l',lo,DET
aprépdinnado,aprèp+dinnar,NOUN
:,:,PUNCT
pouyran,poder,VERB
augi,ausir,VERB
parla,parlar,VERB
de,de,ADP
Nostre,nòstre,DET
Seigne,sénher,PROPN
",",",",PUNCT
é,e,CCON
de,de,ADP
lour,lor,DET
salut,salut,NOUN
",",",",PUNCT
en,en,ADP
escoutan,escotar,VERB
la,lo,DET
jouënesso,joinessa,NOUN
",",",",PUNCT
que,qui,PRON
cantara,cantar,VERB
la,lo,DET
Douctrino,doctrina,NOUN
qu',qui,PRON
an,aver,VERB
le,lo,DET
tens,temps,NOUN
aura,aver,AUX
apréso,apprendre,VERB
pauc,pauc,ADV
à,a,ADP
pauc,pauc,ADV
",",",",PUNCT
per,per,ADP
la,lo,DET
diligenço,diligença,NOUN
des,de+lo,ADP+DET
Capelas,capelan,NOUN
",",",",PUNCT
segoun,segon,ADP
l',lo,DET
Ourdounanço,ordonança,NOUN
de,de,ADP
Mounseignou,monsenhor,NOUN
l',lo,DET
Archebesque,arquevèsque,NOUN
.,.,PUNCT
E,e,CCON
atal,aital,ADV
las,lo,DET
Féstos,fèsta,NOUN
seran,èsser,VERB
un,un,DET
pauc,pauc,NOUN
milhou,melhor,ADV
santificados,sanctificar,VERB
que,qui,PRON
n',non,ADV
éron,èsser,VERB
auparaban,auparavant,ADV
.,.,PUNCT
#,#,
Lei,lo,DET
méstres,mèstre,NOUN
",",",",PUNCT
é,e,CCON
les,lo,DET
Cap,cap,NOUN
-,-,PUNCT
d',de,ADP
oustal,ostal,NOUN
que,qui,PRON
saben,saber,VERB
legi,legir,VERB
",",",",PUNCT
pouyran,poder,VERB
pe,per,ADP
-,-,PUNCT
l',lo,DET
mouyén,moien,NOUN
d',de,ADP
aquesto,aqueste,DET
Douctrino,doctrina,NOUN
",",",",PUNCT
descarga,descargar,VERB
en,en,ADP
partido,partir,ADJ
lour,lor,DET
coucienço,consciença,NOUN
",",",",PUNCT
en,en,ADP
so,çò,PRON
que,qui,PRON
regardo,regardar,VERB
l',lo,DET
oubligaciu,obligacion,NOUN
que,qui,PRON
sant,sant,ADJ
Pau,Pau,PROPN
lour,lor,DET
declaro,declarar,VERB
qu',que,SCON
elis,el,PRON
an,aver,VERB
",",",",PUNCT
d',de,ADP
abe,aver,VERB
soüén,soen,NOUN
de,de,ADP
lour,lor,DET
sutjéts,subjèct,NOUN
",",",",PUNCT
sus,sus,ADP
peno,pena,NOUN
d',de,ADP
éstre,èsser,VERB
daban,davant,ADP
Diu,Dieu,PROPN
piris,piri,ADJ
qu',que,ADV
infidéls,infidèl,ADJ
",",",",PUNCT
é,e,CCON
indignes,indigne,ADJ
del,de+lo,ADP+DET
noum,nom,NOUN
de,de,ADP
Crestia,crestian,ADJ
",",",",PUNCT
à,a,ADP
fauto,fauta,NOUN
de,de,ADP
nou,non,ADV
se,el,PRON
chauta,chautar,VERB
briquo,brica,ADV
de,de,ADP
l',lo,DET
Armo,arma,NOUN
é,e,CCON
del,de+lo,ADP+DET
salut,salut,NOUN
eternal,eternal,ADJ
de,de,ADP
lour,lor,DET
doumestics,domestic,NOUN
.,.,PUNCT
Peracô,per+aquò,ADV
dounc,donc,ADV
",",",",PUNCT
elis,el,PRON
pouyran,poder,VERB
o,o,CCON
legi,legir,VERB
eli,el,PRON
mémos,mèma,ADJ
",",",",PUNCT
o,o,CCON
fa,far,VERB
legi,legir,VERB
la,lo,DET
Douctrino,doctrina,NOUN
à,a,ADP
qualcu,qualque+un,PRON
de,de,ADP
lour,lor,DET
sutjéts,subjèct,NOUN
",",",",PUNCT
é,e,CCON
fa,far,VERB
canta,cantar,VERB
al,a+lo,ADP+DET
maynatje,mainatge,NOUN
(,(,PUNCT
qu',qui,PRON
aymon,aimar,VERB
naturalomen,naturalament,ADV
le,lo,DET
cant,cant,NOUN
),),PUNCT
qualcos,qualque,DET
péços,peça,NOUN
de,de,ADP
las,lo,DET
pu,pus,ADV
necessarios,necessari,ADJ
",",",",PUNCT
coumo,coma,ADV
lai,lo,DET
des,de+lo,ADP+DET
Coumandomens,comandament,NOUN
",",",",PUNCT
del,de+lo,ADP+DET
Crédo,credò,NOUN
",",",",PUNCT
del,de+lo,ADP+DET
Patér,pater,NOUN
",",",",PUNCT
é,e,CCON
Abé,aver,NOUN
",",",",PUNCT
etc,etc,ABR
.,.,PUNCT
E,e,CCON
se,se,SCON
les,lo,DET
couplets,coplet,NOUN
de,de,ADP
lai,lo,DET
rimos,rima,NOUN
del,de+lo,ADP+DET
Crédo,credò,NOUN
semblon,semblar,VERB
éstre,èsser,VERB
en,en,ADP
trop,tròp,ADV
gran,grand,ADJ
noumbre,nombre,NOUN
",",",",PUNCT
on,òm,PRON
pouyra,poder,VERB
laissa,laissar,VERB
les,lo,PRON
que,qui,PRON
soun,èsser,VERB
en,en,ADP
letro,letra,NOUN
Itailhéno,italièn,ADJ
",",",",PUNCT
é,e,CCON
aprene,aprendre,VERB
soulomen,solament,ADV
les,lo,DET
autres,autre,PRON
que,qui,PRON
coumprenen,comprendre,VERB
la,lo,DET
sustancio,substància,NOUN
dei,de+lo,ADP+DET
doutze,12,DET
Articles,article,NOUN
de,de,ADP
la,lo,DET
cresenço,cresença,NOUN
.,.,PUNCT
#,#,
§,§,SYM
.,.,PUNCT
5,5,PRON
Del,de+lo,ADP+DET
proufit,profit,NOUN
special,especial,ADJ
que,qui,PRON
pouyra,poder,VERB
pourta,portar,VERB
le,lo,DET
cant,cant,NOUN
",",",",PUNCT
o,o,CCON
la,lo,DET
lecturo,lectura,NOUN
de,de,ADP
la,lo,DET
Douctrino,doctrina,NOUN
.,.,PUNCT
Diu,Dieu,PROPN
soul,sol,ADJ
sap,saber,VERB
le,lo,DET
proufit,profit,NOUN
qu',qui,PRON
aquel,aquel,DET
innoucent,innocent,ADJ
exercici,exercici,NOUN
de,de,ADP
canta,cantar,VERB
talos,tal,DET
pécos,pecar,NOUN
",",",",PUNCT
é,e,CCON
autros,autre,PRON
de,de,ADP
la,lo,DET
Douctrino,doctrina,NOUN
",",",",PUNCT
pouyra,poder,VERB
pourta,portar,VERB
din,dins,ADP+DET
lai,lo,DET
maysous,maison,NOUN
",",",",PUNCT
tant,tant,ADV
à,a,ADP
la,lo,DET
bilo,vila,NOUN
",",",",PUNCT
coumo,coma,ADV
as,a+lo,ADP+DET
camps,camp,NOUN
.,.,PUNCT
Car,car,CCON
outro,oltra,ADP
l',lo,DET
instrucciu,instruccion,NOUN
des,de+lo,ADP+DET
ignourens,ignorent,NOUN
",",",",PUNCT
que,qui,PRON
nou,non,ADV
sabiôn,saber,VERB
que,qui,PRON
de,de,ADP
cançous,cançon,NOUN
indignos,indinge,ADJ
d',de,ADP
uno,un,DET
lengo,lenga,NOUN
Crestiano,crestian,ADJ
",",",",PUNCT
é,e,CCON
n',en,PRON
abiôn,aver,VERB
beléu,benlèu,ADV
la,lo,DET
couneissenço,coneissença,NOUN
esprésso,exprès,ADJ
de,de,ADP
cap,cap,PRON
de,de,ADP
punt,ponch,NOUN
de,de,ADP
lour,lor,DET
cresenço,cresença,NOUN
.,.,PUNCT
Semblo,semblar,VERB
que,que,SCON
y,i,PRON
ajo,aver,VERB
tabe,tanben,ADV
sutjét,subjèct,NOUN
d',de,ADP
espera,esperar,VERB
",",",",PUNCT
ambe,amb,ADP
la,lo,DET
gracio,gràcia,NOUN
de,de,ADP
Diu,Dieu,PROPN
",",",",PUNCT
que,que,SCON
bélcop,bèl+còp,DET
de,de,ADP
pecats,pecar,NOUN
seran,èsser,AUX
esterminats,exterminar,VERB
o,o,CCON
destournats,destornar,VERB
.,.,PUNCT
On,òm,PRON
sap,saber,VERB
prou,pro,ADV
que,que,SCON
y,i,PRON
a,aver,VERB
mantun,mantun,DET
Cap,cap,NOUN
-,-,PUNCT
d',de,ADP
oustal,ostal,NOUN
",",",",PUNCT
o,o,CCON
payre,paire,NOUN
de,de,ADP
familho,familha,NOUN
ta,tant,ADV
mal,mal,ADV
reglat,reglar,VERB
",",",",PUNCT
qu',que,SCON
al,a+lo,ADP+DET
loc,luòc,NOUN
d',de,ADP
abe,aver,VERB
le,lo,DET
susdit,sus+dire,DET
soüén,soen,NOUN
",",",",PUNCT
coumo,coma,ADV
boun,bon,ADJ
crestia,crestian,ADJ
",",",",PUNCT
de,de,ADP
las,lo,DET
persounos,persona,NOUN
que,qui,PRON
ly,el,PRON
soun,èsser,VERB
sutjétos,subjèct,NOUN
:,:,PUNCT
tacho,tachar,VERB
al,a+lo,ADP+DET
countrari,contrari,NOUN
coumo,coma,ADV
beray,verai,ADJ
Ministre,ministre,NOUN
de,de,ADP
l',lo,DET
Antecrist,Antecrist,PROPN
",",",",PUNCT
de,de,ADP
lai,lo,DET
destourna,destornar,VERB
de,de,ADP
lour,lor,DET
salut,salut,NOUN
",",",",PUNCT
é,e,CCON
las,lo,DET
engatja,engatjar,VERB
à,a,ADP
lour,lor,DET
perdiciu,perdicion,NOUN
",",",",PUNCT
noun,non,ADV
soulomen,solament,ADV
per,per,ADP
de,de,ADP
maubéses,maubès,ADJ
exemples,exemple,NOUN
:,:,PUNCT
més,mas,CCON
tabé,tanben,ADV
per,per,ADP
de,de,ADP
mauditos,maldire,ADJ
soulicitacius,solicitacion,NOUN
",",",",PUNCT
qu',qui,PRON
emporton,emportar,VERB
à,a,ADP
la,lo,DET
fi,fin,NOUN
",",",",PUNCT
é,e,CCON
l',lo,DET
aunou,onor,NOUN
",",",",PUNCT
é,e,CCON
l',lo,DET
Armo,arma,NOUN
de,de,ADP
las,lo,DET
pauros,paure,ADJ
aoüeilhos,oelha,NOUN
del,de+lo,ADP+DET
Fil,filh,PROPN
de,de,ADP
Diu,Dieu,PROPN
.,.,PUNCT
Quan,quand,SCON
douncos,donc,ADV
tali',tal,DET
loups,lop,NOUN
d',de,ADP
Ifér,infèrn,PROPN
",",",",PUNCT
seran,èsser,AUX
tentats,temptar,VERB
de,de,ADP
la,lo,DET
fam,fam,NOUN
brutalo,brutal,ADJ
de,de,ADP
lour,lor,DET
plases,plaser,NOUN
",",",",PUNCT
é,e,CCON
qu',qui,PRON
aperastre,a+per+astre,ADV
augiran,ausir,VERB
à,a,ADP
mémo,mèma,DET
tens,temps,NOUN
la,lo,DET
pauro,paure,ADJ
creaturo,creatura,NOUN
",",",",PUNCT
canta,cantar,VERB
à,a,ADP
la,lo,DET
bouno,bon,ADJ
fe,fe,NOUN
",",",",PUNCT
qualco,qualque,DET
rimo,rima,NOUN
de,de,ADP
la,lo,DET
Douctrino,doctrina,NOUN
de,de,ADP
salut,salut,NOUN
",",",",PUNCT
specialomen,especialament,ADV
d',de,ADP
aquelos,aquel,DET
Litçous,leiçon,NOUN
que,qui,PRON
fan,far,VERB
menciu,mencion,NOUN
de,de,ADP
las,lo,DET
penos,pena,NOUN
esfrouyablos,esfroiable,ADJ
que,qui,PRON
seran,èsser,VERB
le,lo,DET
pagomen,pagament,NOUN
des,de+lo,ADP+DET
plases,plaser,NOUN
countraris,contrari,ADJ
à,a,ADP
la,lo,DET
Le,lo,DET
de,de,ADP
Diu,Dieu,PROPN
.,.,PUNCT
Coumo,coma,ADV
per,per,ADP
exemple,exemple,NOUN
",",",",PUNCT
quand,quand,SCON
augiran,ausir,VERB
aquel,aquel,DET
coupplet,coplet,NOUN
des,de+lo,ADP+DET
pecats,pecar,NOUN
capitals,capital,ADJ
que,qui,PRON
dits,dire,VERB
.,.,PUNCT
(,(,PUNCT
L',lo,DET
orre,òrre,ADJ
pecat,pecar,NOUN
de,de,ADP
la,lo,DET
car,carn,NOUN
que,qui,PRON
se,el,PRON
noummo,nommar,VERB
la,lo,DET
Luxuro,luxura,NOUN
",",",",PUNCT
Se,se,SCON
douno,donar,VERB
plase,plaser,NOUN
",",",",PUNCT
b',ben,ADV
es,èsser,VERB
car,car,ADJ
.,.,PUNCT
Al,a+lo,ADP+DET
foc,fuòc,NOUN
pagaret',pagar,VERB
l',lo,DET
usuro,usura,NOUN
",",",",PUNCT
o,o,CCON
bilénis,vilen,ADJ
pecadous,pecador,NOUN
",",",",PUNCT
d',de,ADP
un,un,DET
plase,plaser,NOUN
milo,1000,DET
doulous,dolor,NOUN
.,.,PUNCT
),),PUNCT
Quand,quand,SCON
augiran,ausir,VERB
canta,cantar,VERB
(,(,PUNCT
Pensen,pensar,VERB
à,a,ADP
l',lo,DET
ifér,infèrn,NOUN
pensen,pensar,VERB
:,:,PUNCT
nou,non,ADV
y,i,PRON
a,aver,VERB
milhouno,melhor,ADJ
pensado,pensar,NOUN
",",",",PUNCT
per,per,ADP
fa,far,VERB
beni,venir,VERB
le,lo,DET
boun,bon,ADJ
sen,sens,NOUN
à,a,ADP
un',un,DET
Armo,arma,NOUN
debauchado,debauchar,ADJ
etc,etc,ABR
.,.,PUNCT
É,e,CCON
las,lo,DET
qui,qui,PRON
pouyra,poder,VERB
souffri,sofrir,VERB
aquel,aquel,DET
foc,fuòc,NOUN
espabentable,espaventable,ADJ
etc,etc,ABR
.,.,PUNCT
),),PUNCT
L',lo,DET
abets,aver,VERB
beléu,benlèu,ADV
",",",",PUNCT
la,lo,DET
pôou,paur,NOUN
de,de,ADP
la,lo,DET
peno,pena,NOUN
representado,representar,VERB
",",",",PUNCT
fara,far,VERB
fugi,fugir,VERB
talis,tal,DET
loups,lop,NOUN
",",",",PUNCT
lén,luènh,ADV
de,de,ADP
las,lo,DET
innoucentos,innocent,ADJ
aouëilhos,oelha,NOUN
.,.,PUNCT
Car,car,CCON
coumo,coma,ADV
la,lo,DET
forto,fòrt,ADJ
sentou,sentor,NOUN
de,de,ADP
la,lo,DET
rudo,rude,ADJ
",",",",PUNCT
casso,caçar,VERB
lei,lo,DET
serpens,serpent,NOUN
",",",",PUNCT
é,e,CCON
lai,lo,DET
béstios,béstia,NOUN
berenousos,verenós,ADJ
",",",",PUNCT
de,de,ADP
l',lo,DET
entour,entorn,NOUN
de,de,ADP
la,lo,DET
salbio,sàlvia,NOUN
tan,tant,ADV
salutário,salutari,ADJ
pe,per,ADP
-,-,PUNCT
l',lo,DET
cos,còs,NOUN
.,.,PUNCT
Atal,aital,ADV
la,lo,DET
forto,fòrt,ADJ
pensado,pensar,VERB
é,e,CCON
appreensiiu,apreension,NOUN
de,de,ADP
lai,lo,DET
rudos,rude,ADJ
penos,pena,NOUN
qu',qui,PRON
atenden,atendre,VERB
les,lo,DET
pecadous,pecador,NOUN
",",",",PUNCT
a,a,ADP
uno,un,DET
grando,grand,ADJ
bertut,vertut,NOUN
de,de,ADP
fa,far,VERB
mouri,morir,VERB
la,lo,DET
pensado,pensar,NOUN
maudito,maldire,ADJ
del,de+lo,ADP+DET
pecat,pecar,NOUN
;,;,PUNCT
é,e,CCON
gandi,gandir,VERB
las,lo,DET
Armos,arma,NOUN
de,de,ADP
lai,lo,DET
brutalos,brutal,ADJ
passius,passion,NOUN
countrarios,contrari,ADJ
à,a,ADP
lour,lor,DET
salut,salut,NOUN
.,.,PUNCT
Tal,tal,ADV
pouyra,poder,VERB
éstre,èsser,VERB
le,lo,DET
meriti,meriti,NOUN
de,de,ADP
la,lo,DET
pauro,paure,ADJ
creaturo,creatura,NOUN
",",",",PUNCT
que,qui,PRON
cantara,cantar,VERB
talis,tal,DET
couplets,coplet,NOUN
;,;,PUNCT
é,e,CCON
ta,tant,ADV
grando,grand,ADJ
la,lo,DET
bertut,vertut,NOUN
de,de,ADP
soun,son,DET
actualo,acutal,ADJ
debouciu,devocion,NOUN
",",",",PUNCT
que,qui,PRON
meritara,meritar,VERB
que,que,SCON
Diu,Dieu,PROPN
casse,caçar,VERB
la,lo,DET
maubéso,maubar,ADJ
pensado,pensar,NOUN
d',de,ADP
aquel,aquel,PRON
que,qui,PRON
l',lo,PRON
augira,ausir,VERB
",",",",PUNCT
é,e,CCON
qu',qui,PRON
al,a+lo,ADP+DET
loc,luòc,NOUN
de,de,ADP
ly,el,PRON
laissa,laissar,VERB
segui,seguir,VERB
sa,son,DET
passiu,passion,NOUN
",",",",PUNCT
l',lo,PRON
excite,excitar,VERB
a,a,ADP
se,el,PRON
recouneisse,reconèisser,VERB
.,.,PUNCT
Bélcop,bèl+còp,DET
de,de,ADP
gens,gent,NOUN
tabé,tanben,ADV
",",",",PUNCT
tan,tant,ADV
de,de,ADP
la,lo,DET
bilo,vila,NOUN
que,que,ADV
des,de+lo,ADP+DET
camps,camp,NOUN
",",",",PUNCT
qu',que,SCON
encaro,encara,ADV
que,que,SCON
sapion,saber,VERB
legi,legir,VERB
é,e,CCON
scriure,escriure,VERB
",",",",PUNCT
nou,non,ADV
réston,restar,VERB
pas,pas,ADV
per,per,ADP
acô,aquò,PRON
",",",",PUNCT
d',de,ADP
éstre,èsser,VERB
fort,fòrt,ADV
ignourens,ignorent,NOUN
deis,de+lo,ADP+DET
articles,article,NOUN
de,de,ADP
la,lo,DET
cresenço,cresença,NOUN
",",",",PUNCT
é,e,CCON
des,de+lo,ADP+DET
punts,ponch,NOUN
de,de,ADP
lour,lor,DET
salut,salut,NOUN
:,:,PUNCT
troubaran,trobar,VERB
aci,aicí,ADV
de,de,ADP
que,qui,PRON
s',el,PRON
informa,informar,VERB
é,e,CCON
s',el,PRON
endouctrina,endoctrinar,VERB
lei,lo,DET
jouns,jos,NOUN
de,de,ADP
fésto,fèsta,NOUN
é,e,CCON
de,de,ADP
lezé,léser,NOUN
.,.,PUNCT
Car,car,CCON
nou,non,ADV
cal,caler,VERB
pas,pas,ADV
biure,viure,VERB
amb',amb,ADP
aquel,aquel,DET
errou,error,NOUN
",",",",PUNCT
de,de,ADP
creire,créser,VERB
que,que,SCON
siô,èsser,VERB
prou,pro,ADV
à,a,ADP
un,un,DET
crestia,crestian,ADJ
de,de,ADP
sabe,saber,VERB
per,per,ADP
cor,còr,NOUN
é,e,CCON
mout,mot,NOUN
à,a,ADP
mout,mot,NOUN
",",",",PUNCT
le,lo,DET
Crédo,credò,NOUN
",",",",PUNCT
coumo,coma,ADV
le,lo,DET
mainatie,mainatge,NOUN
",",",",PUNCT
sense,sens,ADP
entendre,entendre,VERB
re,res,PRON
de,de,ADP
so,çò,PRON
qu',qui,PRON
es,èsser,VERB
de,de,ADP
la,lo,DET
cresenço,cresença,NOUN
",",",",PUNCT
é,e,CCON
sense,sens,ADP
fourma,formar,VERB
les,lo,DET
actes,acte,NOUN
de,de,ADP
la,lo,DET
Fé,fe,NOUN
din,dins,ADP+DET
l',lo,DET
entendemen,entendament,NOUN
é,e,CCON
din,dins,ADP+DET
le,lo,DET
cor,còr,NOUN
.,.,PUNCT
D',de,ADP
autant,autant,ADV
que,que,SCON
coumo,coma,ADV
dits,dire,VERB
S,sant,ADJ
.,.,PUNCT
Pau,Pau,PROPN
",",",",PUNCT
la,lo,DET
fe,fe,NOUN
é,e,CCON
la,lo,DET
cresenço,cresença,NOUN
",",",",PUNCT
es,èsser,VERB
del,de+lo,ADP+DET
cor,còr,NOUN
",",",",PUNCT
é,e,CCON
din,dins,ADP+DET
le,lo,DET
cor,còr,NOUN
.,.,PUNCT
La,lo,DET
lengo,lenga,NOUN
nou,non,ADV
fa,far,VERB
que,que,ADV
coufessa,confessar,VERB
é,e,CCON
moustra,mostrar,VERB
de,de,ADP
foro,fòra,ADV
aquelo,aquel,DET
cresenço,cresença,NOUN
qu',qui,PRON
es,èsser,VERB
",",",",PUNCT
o,o,CCON
que,qui,PRON
diu,dever,VERB
éstre,èsser,VERB
dedins,dedins,ADP
.,.,PUNCT
E,e,CCON
quino,quin,DET
coufessiu,confession,NOUN
o,o,CCON
proutestaciu,protestacion,NOUN
de,de,ADP
la,lo,DET
Fe,fe,NOUN
",",",",PUNCT
poden,poder,VERB
fa,far,VERB
aquelis,aquel,PRON
que,qui,PRON
noun,non,ADV
an,aver,VERB
din,dins,ADP+DET
l',lo,DET
entendemen,entendament,NOUN
cap,cap,PRON
de,de,ADP
couneissenço,coneissença,NOUN
",",",",PUNCT
ni,ni,CCON
de,de,ADP
pensado,pensar,NOUN
?,?,PUNCT
É,e,CCON
çapandan,çapandant,ADV
le,lo,DET
mémo,mèma,DET
S,sant,ADJ
.,.,PUNCT
Pau,Pau,PROPN
dits,dire,VERB
qu',que,SCON
es,èsser,VERB
impoussible,impossible,ADJ
de,de,ADP
playre,plaire,VERB
à,a,ADP
Diu,Dieu,PROPN
",",",",PUNCT
é,e,CCON
per,per,ADP
counsequen,consequent,NOUN
d',de,ADP
éstre,èsser,AUX
salbat,salvar,VERB
",",",",PUNCT
sense,sens,ADP
la,lo,DET
Fe,fe,NOUN
",",",",PUNCT
que,qui,PRON
counsisto,consistar,VERB
en,en,ADP
la,lo,DET
couneissenso,coneissença,NOUN
é,e,CCON
counsentimen,consentiment,NOUN
qu',qui,PRON
on,òm,PRON
a,aver,VERB
din,dins,ADP+DET
le,lo,DET
cor,còr,NOUN
",",",",PUNCT
ai,a+lo,ADP+DET
mystéris,mistèri,NOUN
é,e,CCON
articles,article,NOUN
de,de,ADP
la,lo,DET
cresenço,cresença,NOUN
",",",",PUNCT
que,qui,PRON
s',el,PRON
apren,aprendre,VERB
pe,per,ADP
-,-,PUNCT
l',lo,DET
mouyén,moien,NOUN
de,de,ADP
la,lo,DET
Douctrino,doctrina,NOUN
crestiano,crestian,ADJ
.,.,PUNCT
Qui,qui,PRON
douncos,donc,ADV
penso,pensar,VERB
a,a,ADP
fa,far,VERB
soun,son,DET
salut,salut,NOUN
",",",",PUNCT
que,qui,PRON
pense,pensar,VERB
a,a,ADP
fourma,formar,VERB
din,dins,ADP+DET
soun,son,DET
cor,còr,NOUN
d',de,ADP
actes,acte,NOUN
de,de,ADP
la,lo,DET
Fe,fe,NOUN
crestiano,crestian,ADJ
:,:,PUNCT
é,e,CCON
se,se,SCON
n',non,ADV
au,el,PRON
sap,saber,VERB
",",",",PUNCT
qu',que,SCON
au,el,PRON
aprengo,aprendre,VERB
à,a,ADP
la,lo,DET
Douctrino,doctrina,NOUN
:,:,PUNCT
é,e,CCON
que,que,SCON
mostre,mostrar,VERB
péy,puèi,ADV
per,per,ADP
obros,òbra,NOUN
(,(,PUNCT
coumo,coma,ADV
dits,dire,VERB
S,sant,ADJ
.,.,PUNCT
Jaques,Jacques,PROPN
),),PUNCT
aquelo,aquel,DET
Fe,fe,NOUN
de,de,ADP
soun,son,DET
cor,còr,NOUN
.,.,PUNCT
Tabe,tanben,ADV
quan,quand,SCON
le,lo,DET
susdit,sus+dire,DET
Apostoul,Apòstol,NOUN
S,sant,ADJ
.,.,PUNCT
Pau,Pau,PROPN
nous,nos,PRON
fa,far,VERB
entendre,entendre,VERB
que,que,SCON
Diu,Dieu,PROPN
bol,voler,VERB
que,que,SCON
toutis,tot,DET
omes,òme,NOUN
siôn,èsser,AUX
salbats,salvar,VERB
",",",",PUNCT
el,el,PRON
nous,nos,PRON
dits,dire,VERB
quand,quand,SCON
é,e,CCON
quan,quand,SCON
",",",",PUNCT
é,e,CCON
ajusto,ajustar,VERB
",",",",PUNCT
que,que,SCON
Diu,Dieu,PROPN
bol,voler,VERB
tabe,tanben,ADV
que,que,SCON
toutis,tot,PRON
bengon,venir,VERB
à,a,ADP
la,lo,DET
couneissenço,coneissença,NOUN
de,de,ADP
la,lo,DET
bertat,vertat,NOUN
.,.,PUNCT
Que,qui,ADV
bengon,venir,VERB
douncos,donc,ADV
à,a,ADP
la,lo,DET
Douctrino,doctrina,NOUN
",",",",PUNCT
la,lai,ADV
-,-,PUNCT
oun,ont,PRON
s',el,PRON
apren,aprendre,VERB
la,lo,DET
bertat,vertat,NOUN
.,.,PUNCT
#,#,
§,§,SYM
.,.,PUNCT
6,6,PRON
.,.,PUNCT
La,lo,DET
bertat,vertat,NOUN
que,qui,PRON
s',el,PRON
apren,aprendre,VERB
à,a,ADP
la,lo,DET
Douctrino,doctrina,NOUN
.,.,PUNCT
Bertat,vertat,NOUN
que,que,SCON
se,el,PRON
pot,poder,VERB
dibisa,divisar,VERB
en,en,ADP
cinq,5,PRON
",",",",PUNCT
que,qui,PRON
se,el,PRON
raporton,raportar,VERB
toutos,tot,PRON
à,a,ADP
uno,un,PRON
",",",",PUNCT
coumo,coma,ADV
las,lo,DET
partidos,partir,ADJ
al,a+lo,ADP+DET
tout,tot,PRON
.,.,PUNCT
1,1,PRON
.,.,PUNCT
La,lo,DET
bertat,vertat,NOUN
de,de,ADP
so,çò,PRON
que,qui,PRON
cal,caler,VERB
creyre,créser,VERB
.,.,PUNCT
.,.,PUNCT
2,2,PRON
.,.,PUNCT
La,lo,DET
bertat,vertat,NOUN
de,de,ADP
so,çò,PRON
que,qui,PRON
cal,caler,VERB
fa,far,VERB
.,.,PUNCT
3,3,PRON
.,.,PUNCT
La,lo,DET
bertat,vertat,NOUN
de,de,ADP
so,çò,PRON
que,qui,PRON
nou,non,ADV
cal,caler,VERB
pas,pas,ADV
fa,far,VERB
.,.,PUNCT
4,4,PRON
